;0;0;0;0;0
373;62.83;62.55;63.79;62.72;63.49
374;62.81;62.54;63.78;62.71;63.43
375;62.76;62.52;63.71;62.6;63.16
376;62.68;62.45;63.63;62.52;63.09
377;62.2;61.98;63.59;62.33;62.95
378;62.14;61.92;63.53;62.27;62.71
379;62.07;61.87;63.45;62.19;62.65
380;62.04;61.83;63.42;62.16;62.51
381;61.93;61.74;63.33;62.07;62.42
382;61.73;61.59;63.12;61.97;62.22
383;61.71;61.56;63.09;61.93;61.87
384;61.65;61.52;63.01;61.87;61.75
385;61.59;61.47;62.98;61.83;61.7
386;61.36;61.33;62.85;61.68;61.65
387;61.31;61.29;62.8;61.64;61.59
388;61.21;61.18;62.71;61.51;61.45
389;61.08;61.12;62.6;61.37;61.31
390;60.95;60.99;62.51;61.24;61.12
391;60.83;60.85;62.38;61.02;61.01
392;60.75;60.76;62.27;60.92;60.95
393;60.73;60.73;62.24;60.89;60.64
394;60.7;60.73;62.22;60.89;60.36
395;60.69;60.72;62.21;60.87;59.66
396;60.65;60.69;62.2;60.86;59.41
397;60.58;60.62;62.12;60.78;59.16
398;60.37;60.42;61.91;60.58;58.99
399;59.75;60.1;61.45;60.13;58.81
400;59.71;60.06;61.41;60.09;58.79
401;59.66;60.0;61.37;60.04;58.71
402;59.64;59.98;61.36;60.03;58.69
403;59.5;59.84;61.23;59.91;58.62
404;59.3;59.68;61.07;59.75;58.45
405;59.13;59.56;60.99;59.66;58.31
406;59.06;59.5;60.92;59.59;58.2
407;59.02;59.46;60.85;59.51;58.16
408;58.85;59.29;60.59;59.34;58.09
409;58.72;59.07;60.44;59.22;57.8
410;58.67;58.99;60.33;59.07;57.66
411;58.56;58.84;60.19;58.85;57.43
412;58.51;58.8;60.14;58.81;57.37
413;58.38;58.7;60.03;58.69;57.33
414;58.3;58.62;59.94;58.61;57.31
415;58.14;58.51;59.78;58.49;57.26
416;57.82;58.15;59.45;58.3;57.22
417;57.72;58.06;59.32;58.2;57.14
418;57.7;58.02;59.25;58.16;57.07
419;57.66;57.98;59.21;58.12;56.94
420;57.61;57.91;59.13;58.06;56.86
421;57.49;57.81;59.02;57.97;56.82
422;57.28;57.76;58.84;57.84;56.82
423;57.11;57.69;58.7;57.57;56.63
424;57.07;57.66;58.57;57.52;56.62
425;56.99;57.6;58.51;57.48;56.54
426;56.87;57.57;58.45;57.31;56.5
427;56.56;57.45;58.2;57.15;56.49
428;56.53;57.08;57.67;56.81;56.36
429;56.34;56.91;57.51;56.67;56.25
